game_id,game_date,attendance,game_time
0024800114,1948-12-17 00:00:00,,
0024800116,1948-12-17 00:00:00,,
0024800117,1948-12-18 00:00:00,,
0024800119,1948-12-18 00:00:00,,
0024800120,1948-12-18 00:00:00,,
0024800118,1948-12-18 00:00:00,,
0024800122,1948-12-19 00:00:00,,
0024800121,1948-12-19 00:00:00,,
0024800124,1948-12-21 00:00:00,,
0024800125,1948-12-21 00:00:00,,
0024800127,1948-12-22 00:00:00,,
0024800126,1948-12-22 00:00:00,,
0024800129,1948-12-23 00:00:00,,
0024800130,1948-12-23 00:00:00,,
0024800132,1948-12-25 00:00:00,,
0024800134,1948-12-25 00:00:00,,
0024800131,1948-12-25 00:00:00,,
0024800135,1948-12-25 00:00:00,,
0024800139,1948-12-26 00:00:00,,
0024800136,1948-12-26 00:00:00,,
0024800138,1948-12-26 00:00:00,,
0024800137,1948-12-26 00:00:00,,
0024800140,1948-12-28 00:00:00,,
0024800143,1948-12-29 00:00:00,,
0024800142,1948-12-29 00:00:00,,
0024800141,1948-12-29 00:00:00,,
0024800145,1948-12-30 00:00:00,,
0024800146,1948-12-30 00:00:00,,
0024800144,1948-12-30 00:00:00,,
0024800148,1948-12-31 00:00:00,,
0024800154,1949-01-01 00:00:00,,
0024800153,1949-01-01 00:00:00,,
0024800152,1949-01-01 00:00:00,,
0024800150,1949-01-01 00:00:00,,
0024800151,1949-01-01 00:00:00,,
0024800155,1949-01-02 00:00:00,,
0024800157,1949-01-02 00:00:00,,
0024800160,1949-01-04 00:00:00,,
0024800159,1949-01-04 00:00:00,,
0024800158,1949-01-04 00:00:00,,
0024800161,1949-01-04 00:00:00,,
0024800163,1949-01-05 00:00:00,,
0024800162,1949-01-05 00:00:00,,
0024800164,1949-01-06 00:00:00,,
0024800165,1949-01-06 00:00:00,,
0024800167,1949-01-07 00:00:00,,
0024800173,1949-01-08 00:00:00,,
0024800170,1949-01-08 00:00:00,,
0024800168,1949-01-08 00:00:00,,
0024800169,1949-01-08 00:00:00,,
0024800172,1949-01-08 00:00:00,,
0024800171,1949-01-08 00:00:00,,
0024800176,1949-01-09 00:00:00,,
0024800174,1949-01-09 00:00:00,,
0024800177,1949-01-10 00:00:00,,
0024800179,1949-01-11 00:00:00,,
0024800178,1949-01-11 00:00:00,,
